,Country Name,Country Code,1999,2000,2001,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
127,Kuwait,KWT,17300.0,17486.0,16682.0,41848.0,31753.0,28814.0,27305.0,26610.0,30073.0,33387.0,42782.0,46450.0,50959.0,17004.0
128,América Latina y el Caribe (excluido altos ingresos),LAC,1611100.0,1456881.0,1447155.0,1942180.93722999,2043337.14627181,2162465.90822526,2253790.41507694,2357197.27187237,2447053.0,2383083.0,2361676.0,2424172.32586535,2451666.0,1135220.47
129,República Democrática Popular Lao,LAO,6300.0,6411.0,6652.0,11374.0,12262.0,15836.1286311187,16944.0,12732.0,9772.0,9986.0,9731.0,16299.0,16359.0,6537.0
130,Líbano,LBN,10100.0,10435.0,10317.0,19882.0,21306.0,21880.0,23568.0,23580.0,24066.0,24549.0,25550.0,25740.0,26942.0,9812.0
131,Liberia,LBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Libia,LBY,6100.0,6194.0,5884.0,34878.0771737788,27770.5020633663,16514.4315772057,32064.0,26414.0,13298.0,10764.0,9686.0,12340.0,11339.0,6032.238
133,Santa Lucía,LCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,América Latina y el Caribe,LCN,1985500.0,1838871.0,1916893.0,2303571.68762511,2431147.82405656,2549816.18361562,2732986.41507694,2840587.99664724,2898758.0,2826420.0,2748629.0,2805821.29213874,2826537.58312836,1299533.789
135,Países menos desarrollados: clasificación de las Naciones Unidas,LDC,160300.0,168933.0,163158.0,334228.234369991,383386.981266778,379884.929869241,435901.815238617,446268.151040793,417135.0,432752.0,524431.0,586506.964489686,538357.3,313598.41885
136,Países de ingreso bajo,LIC,104800.0,117221.0,113696.0,188443.831499491,216430.101917447,204033.870088547,217543.0,216341.310289755,192741.0,194512.0,217852.0,201658.753530167,205832.3,114658.13405
137,Liechtenstein,LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Sri Lanka,LKA,10100.0,5206.0,11386.0,20921.0,26052.0,31373.0,32636.4,37517.0,37598.0,40711.0,41012.0,34425.0,33050.0,10045.0
139,Países de ingreso mediano bajo,LMC,1024300.0,1075529.0,1153890.0,2555685.52106651,2804160.16558287,2860063.22608377,2863456.62223862,3129936.11728649,3260601.0,3676481.0,3931281.088,4270479.91963571,4144717.122,2056337.459
140,Ingreso mediano y bajo,LMY,4226700.0,4185779.0,4563504.0,8845435.56391928,9562678.51959184,10094839.4601613,10796648.9083087,11659936.0720525,12319764.0,13043884.0,13873144.138,14733803.0400312,15027723.422,8582381.29705
141,Lesotho,LSO,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,avanzada del dividendo demográfico,LTE,2853000.00097656,2828120.0,3197261.0,6378364.18016845,6944807.87452965,7381815.76070265,7908184.58275688,8471671.02738129,9025937.0,9501394.0,10149322.67,10693202.0705911,11156939.272,6568018.1792
143,Lituania,LTU,11100.0,10197.0,10418.0,4972.63491038269,7122.0,11874.0,9900.0,12622.0,12199.0,9719.0,12151.0,2375.0,2506.0,2619.0
144,Luxemburgo,LUX,29900.0,34007.0,38239.0,38716.0,38937.0,43021.0,44059.0,47215.0,48569.0,48255.0,48289.0,51824.0,51938.0,32964.6
145,Letonia,LVA,9100.0,9816.0,9508.0,54589.0,54241.0,46732.0,43836.0,42107.0,41376.0,42392.0,47885.0,54356.0,61692.0,23100.0
146,"Región Administrativa Especial de Macao, China",MAC,0.0,11673.0,14161.0,13411.0,14368.0,15890.0,17859.0,20158.0,21472.0,23574.0,22924.0,24411.0,28685.0,6470.0
147,Isla de San Martín (parte francesa),MAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Marruecos,MAR,43900.0,44542.0,44262.0,75306.0,69940.912476723,61161.3007019091,68700.0,72345.0,75044.0,80085.0,86735.0,80154.0,91254.0,32519.0
149,Mónaco,MCO,28900.0,31479.0,29905.0,10067.0,10603.0,11034.5454545454,10956.0,10928.727,10728.0,611.0,3.0,3.0,3.0,0.0
150,República de Moldova,MDA,1100.0,3682.0,3866.0,6571.0,7147.0,6560.0,7500.0,8400.0,8739.0,9625.0,14116.0,13590.0,11899.0,2851.909
151,Madagascar,MDG,18600.0,20491.0,20129.0,11714.0,12332.7272727273,13267.0,9451.0,10385.0,8852.0,7230.0,7650.0,10170.0,10600.0,4225.333
152,Maldivas,MDV,4400.0,5970.0,3286.0,0.0,0.0,0.0,0.0,26849.0,31472.0,33006.0,33904.0,26678.0,27199.0,21519.174
153,Oriente Medio y Norte de África,MEA,571700.0,613217.0,665244.0,1267722.28423836,1292819.15016265,1353694.09193799,1427157.5,1501061.14161639,1561886.0,1691849.0,1780821.468,1812409.75353017,1844219.272,787868.032
154,México,MEX,328300.0,290412.0,292208.0,445796.033023162,386063.994109534,415279.822989187,435792.09,457921.907,508614.0,555984.0,567921.0,583408.0,605632.0,322333.0
155,Islas Marshall,MHL,3700.0,2324.0,2744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2218.0,2244.0,1967.0,1918.0
156, Ingreso mediano,MIC,4121900.0,4068558.0,4449808.0,8656991.73241979,9346248.4176744,9890805.59007277,10579105.9083087,11443594.7617628,12127023.0,12849372.0,13655292.138,14532144.2865011,14821891.122,8467723.163
157,Macedonia del Norte,MKD,6400.0,8047.0,4673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Malí,MLI,1500.0,1518.0,716.0,4656.0,5580.0,2753.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Malta,MLT,14100.0,15394.0,15056.0,16828.0,14891.0,13845.0,14257.0,14022.0,13639.0,12305.0,12799.0,20903.0,19317.0,6289.09
160,Myanmar,MMR,11300.0,10329.0,9709.0,20485.0,32354.0,37798.8298164773,38028.0,49599.0,51652.0,65643.0,62480.0,64397.9644896858,64320.0,30407.914
161,Oriente Medio y Norte de África (excluido altos ingresos),MNA,271700.0,296322.0,356337.0,556612.177222359,530059.433902329,511465.28530907,556102.5,571311.141616393,510478.0,556552.0,624693.468,636327.753530167,637401.0,280103.942
162,Montenegro,MNE,0.0,0.0,2411.0,10064.0086862106,7707.0,7485.0,7164.0,6492.0,6864.0,6842.0,6436.0,6887.0,7192.0,0.0
